2.551424590898E2,2.248216889653E2
2.554489252450E2,3.094337379089E2
2.557458337860E2,3.110313685684E2
2.560526269122E2,3.157055449184E2
2.563596086755E2,2.742617178491E2
2.566363896357E2,3.573304636242E2
2.569527403761E2,4.450190582584E2
2.572396700134E2,4.665991449370E2
2.575315356554E2,4.912547712415E2
2.578282869989E2,5.312840714171E2
2.581447949368E2,5.805409965351E2
2.584412067335E2,7.035827028656E2
2.587327013891E2,8.189370692282E2
2.590285284107E2,1.084944586159E3
2.593461807472E2,8.544189571993E2
2.596423033002E2,1.048174935439E3
2.599330559832E2,1.344926781918E3
2.602406791127E2,1.146681743223E3
2.605316078570E2,1.400390119844E3
2.608387405301E2,1.322051890039E3
2.611298201841E2,1.538865863924E3
2.614479818408E2,1.183821625732E3
2.617392375561E2,1.357592129760E3
2.620473134147E2,1.048663882858E3
2.623506293300E2,6.936166264722E2
2.626481289340E2,5.507111797510E2
2.629557772152E2,3.463170739333E2
2.632432601881E2,2.326176839150E2
2.635448972329E2,2.880206579617E2
2.638520739213E2,1.989215606924E2
2.641388463610E2,2.589333168871E2
2.644609442457E2,1.513900364440E2
2.647480625201E2,1.268521197032E2
